"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.duct","log2fold_change","Auc"
"1860","SOWAHB","hurdle",0.152528762663932,-0.982338,2.129911,3.112249,0.512
"1821","SLC41A3","hurdle",0.00098153804952248,5.632642,6.227552,0.59491,0.512
"1580","PYROXD1","hurdle",0.791766884913963,4.021269,4.583804,0.562535,0.512
"1464","PIFO","hurdle",0.244002262865959,3.345286,3.994538,0.649252,0.512
"1388","OSBPL5","hurdle",0.374555725534126,1.82597,2.600048,0.774078,0.512
"1370","NUP62CL","hurdle",0.196533356639128,0.1159112,1.0131426,0.8972314,0.512
"1365","NUDT18","hurdle",0.0797900098323599,3.915846,4.607497,0.691651,0.512
"1226","MIR181A2HG","hurdle",0.304492955226989,-0.0268973,0.9286064,0.9555037,0.512
"1189","MB","hurdle",0.305567268989924,1.054055,2.238945,1.18489,0.512
"1183","MAPKAP1","hurdle",0.00600832133465247,5.354448,5.941175,0.586727000000001,0.512
"1168","MAFK","hurdle",0.451643788146828,2.463698,3.23913,0.775432,0.512
"1148","LRRN1","hurdle",0.32540085054953,1.466738,2.551149,1.084411,0.512
"1096","LAMP2","hurdle",0.00358473508147898,8.604001,9.208247,0.604246,0.512
"965","IL1R2","hurdle",0.0900157474787887,-0.1891271,1.7859302,1.9750573,0.512
"931","HYAL3","hurdle",0.239190542480166,1.531053,2.911136,1.380083,0.512
"766","FREM1","hurdle",0.103960804901897,-1.419506,2.329001,3.748507,0.512
"702","FAM81A","hurdle",0.18448401727429,-0.9401034,1.4149101,2.3550135,0.512
"594","DYX1C1","hurdle",0.237893122015191,2.126944,2.667552,0.540608,0.512
"415","CHKA","hurdle",0.00955786558631755,5.219415,5.978121,0.758706,0.512
"302","CALCRL","hurdle",0.179080721146758,-1.0149814,0.8723815,1.8873629,0.512
"277","C2CD4C","hurdle",0.155327659073163,-0.3043514,0.4748352,0.7791866,0.512
"218","BEGAIN","hurdle",0.489956214114447,1.537354,2.217324,0.67997,0.512
"119","APAF1","hurdle",0.373788346082897,3.260457,3.841059,0.580602,0.512
"86","ALPK1","hurdle",0.67699794440125,2.260046,3.335168,1.075122,0.512
"44","ADAT2","hurdle",0.570446371263752,1.709542,2.29077,0.581228,0.512
"14","ACE2","hurdle",0.326388412715841,1.354449,2.010341,0.655892,0.512
"2343","ZNF879","hurdle",0.506681191158343,2.284526,3.192624,0.908098,0.511
"2326","ZNF699","hurdle",0.403524266925008,0.5287108,2.3924575,1.8637467,0.511
"2302","ZNF528","hurdle",0.609931149182737,1.875625,2.982694,1.107069,0.511
"2299","ZNF45","hurdle",0.219580958971243,2.393022,3.903009,1.509987,0.511
"2290","ZNF367","hurdle",0.0400356242506304,0.3541522,0.89361,0.5394578,0.511
"2270","ZNF214","hurdle",0.174676718188221,1.370593,2.706575,1.335982,0.511
"2078","TNFSF11","hurdle",0.256138795520359,0.05763101,0.68576163,0.62813062,0.511
"1920","STX19","hurdle",0.07817186060023,0.8690162,2.5974834,1.7284672,0.511
"1909","STK11IP","hurdle",0.633481229368282,3.83402,4.445423,0.611403,0.511
"1838","SLFN13","hurdle",0.365992288423028,-0.141246,1.374062,1.515308,0.511
"1836","SLCO4C1","hurdle",0.232398595861374,0.953028,2.683351,1.730323,0.511
"1832","SLC7A7","hurdle",0.601703150474281,2.195136,3.072746,0.87761,0.511
"1723","SEC22A","hurdle",0.252130293249202,4.486348,5.247413,0.761065,0.511
"1673","RPA1","hurdle",0.0633931034606508,5.00123,5.579943,0.578713,0.511
"1578","PXDC1","hurdle",0.225521864319728,3.763491,4.508286,0.744795,0.511
"1205","MERTK","hurdle",0.234979940577599,1.006482,2.853178,1.846696,0.511
"1135","LRP1B","hurdle",0.265569285863526,-0.0009327348,1.6897995242,1.690732259,0.511
"1048","KIF6","hurdle",0.264371766121036,-0.7472305,1.4508717,2.1981022,0.511
"984","IQUB","hurdle",0.446530363064188,0.9318113,1.5901754,0.6583641,0.511
"981","IQCG","hurdle",0.34379440334397,2.376387,3.396455,1.020068,0.511
"974","INPP4B","hurdle",0.489721233441421,4.067285,4.634766,0.567481,0.511
"847","GRIP1","hurdle",0.263246695358123,1.132191,2.733281,1.60109,0.511
"754","FMO4","hurdle",0.320577886451704,1.580924,2.909541,1.328617,0.511
"549","DGKH","hurdle",0.433526775075077,3.132373,3.637168,0.504795,0.511
"437","CLDN16","hurdle",0.142183720578229,-0.564614,0.7377147,1.3023287,0.511
"275","C22orf46","hurdle",0.33185442178887,2.583771,3.338062,0.754291,0.511
"244","C11orf91","hurdle",0.446528298690872,-0.1745094,0.835499,1.0100084,0.511
"116","AP3S2","hurdle",0.588567716750647,1.612477,2.474912,0.862435,0.511
"2351","ZWILCH","hurdle",0.779654331048304,2.916911,3.455497,0.538586,0.51
"2325","ZNF695","hurdle",0.00988728891702003,-3.321928,2.368502,5.69043,0.51
"2316","ZNF653","hurdle",0.514467789296107,1.198102,2.291497,1.093395,0.51
"2296","ZNF432","hurdle",0.537601578395729,2.241831,2.894296,0.652465,0.51
"2283","ZNF304","hurdle",0.727113557302177,3.090891,3.763601,0.67271,0.51
"2247","ZBTB7C","hurdle",0.324359484830104,1.18878,2.520506,1.331726,0.51
"2225","WNT11","hurdle",0.00988728891702008,-3.321928,1.189371,4.511299,0.51
"2195","VILL","hurdle",0.264261139903944,1.508769,3.438272,1.929503,0.51
"2173","URB2","hurdle",0.529133637855778,2.004904,2.853353,0.848449,0.51
"2167","UIMC1","hurdle",0.259776036625313,4.477226,5.01923,0.542004,0.51
"2130","TSPAN17","hurdle",0.130536661099663,4.72832,5.277813,0.549493,0.51
"2094","TPTEP1","hurdle",0.0141269162830912,0.7510115,2.8040218,2.0530103,0.51
"2008","TLL1","hurdle",0.00988728891702003,-3.3219281,-0.5395757,2.7823524,0.51
"1905","STARD5","hurdle",0.505713372242349,2.029265,2.987122,0.957857,0.51
"1856","SOAT1","hurdle",0.00218844333035569,6.749961,7.761632,1.011671,0.51
"1662","RNF103-CHMP3","hurdle",0.262102946514825,-1.6228293,0.2056191,1.8284484,0.51
"1575","PTX3","hurdle",0.135670357189117,-0.1299219,3.7358732,3.8657951,0.51
"1567","PTPRD","hurdle",0.48194627767749,2.557292,3.774759,1.217467,0.51
"1566","PTPRB","hurdle",0.00988728891702003,-3.32192809,0.08071187,3.40263996,0.51
"1522","PPM1J","hurdle",0.32769544327756,1.401193,2.174889,0.773696,0.51
"1513","POLR2G","hurdle",0.000663610900008286,6.396354,6.998582,0.602228,0.51
"1420","PCDHGA10","hurdle",0.517344848792552,0.6987822,1.9430342,1.244252,0.51
"1358","NRXN3","hurdle",0.211286968742265,1.837451,2.725458,0.888007,0.51
"1149","LRRN2","hurdle",0.619570056261222,1.685862,2.458989,0.773127,0.51
"1140","LRRC46","hurdle",0.352142564341868,-0.3903106,1.0347644,1.425075,0.51
"1137","LRRC20","hurdle",0.565018962281309,2.455023,3.109081,0.654058,0.51
"1071","KPNA7","hurdle",0.18504335291492,0.1316829,1.1355771,1.0038942,0.51
"1011","KCNC3","hurdle",0.329348880588522,1.441841,2.753063,1.311222,0.51
"950","IGFBP1","hurdle",0.00988728891702003,-3.321928,2.568573,5.890501,0.51
"838","GPR37","hurdle",0.701538442984017,2.421783,3.001732,0.579949,0.51
"708","FANCD2","hurdle",0.664733310736809,0.9577431,2.1753142,1.2175711,0.51
"694","FAM3D","hurdle",0.00988728891702008,-3.3219281,-0.6874917,2.6344364,0.51
"519","CYP4F12","hurdle",0.23962958183236,0.5034569,2.3112282,1.8077713,0.51
"463","CNR1","hurdle",0.00988728891702003,-3.321928,1.696802,5.01873,0.51
"452","CLRN3","hurdle",0.00988728891702008,-3.3219281,0.9084642,4.2303923,0.51
"446","CLEC4E","hurdle",0.00988728891702003,-3.321928,1.935864,5.257792,0.51
"371","CDCA7L","hurdle",0.242797585479948,1.857828,3.083674,1.225846,0.51
"331","CCDC138","hurdle",0.671331542077052,1.371747,2.393169,1.021422,0.51
"255","C17orf67","hurdle",0.142165025518514,2.017643,3.281124,1.263481,0.51
"247","C12orf54","hurdle",0.00988728891702003,-3.321928,1.018262,4.34019,0.51
"245","C12orf43","hurdle",0.855229955010735,4.227096,4.744636,0.517539999999999,0.51
"54","ADRA2C","hurdle",0.271577028222595,0.9552629,2.4791389,1.523876,0.51
"52","ADPRHL2","hurdle",0.0381548316288777,5.204438,5.73311,0.528672,0.51
"2335","ZNF765","hurdle",0.15395082588454,3.104565,4.301375,1.19681,0.509
"2327","ZNF70","hurdle",0.586986011790053,0.9013978,1.9168189,1.0154211,0.509
"2312","ZNF610","hurdle",0.114719579265878,0.6466805,2.8929572,2.2462767,0.509
"2275","ZNF230","hurdle",0.114401165835637,1.805948,3.031753,1.225805,0.509
"2269","ZNF211","hurdle",0.504986013460568,3.765439,4.293422,0.527982999999999,0.509
"2226","WNT2B","hurdle",0.62108273760307,2.127687,2.78938,0.661693,0.509
"2221","WFDC3","hurdle",0.330159015225265,-0.4841163,1.2043936,1.6885099,0.509
"2160","UBXN2B","hurdle",0.0416771028831162,4.288858,4.848964,0.560105999999999,0.509
"2122","TSEN2","hurdle",0.329210705434174,3.28615,3.890533,0.604383,0.509
"2096","TRAF1","hurdle",0.431748080279469,0.8617092,2.2138968,1.3521876,0.509
"1971","TCTEX1D4","hurdle",0.0419979963625484,-2.437099,1.624967,4.062066,0.509
"1671","ROBO3","hurdle",0.58380857921894,1.761987,2.467658,0.705671,0.509
"1587","RAB37","hurdle",0.360747464056772,0.09639501,0.86283746,0.76644245,0.509
"1482","PLCD3","hurdle",0.544421939551867,1.89631,3.102437,1.206127,0.509
"1449","PF4V1","hurdle",0.0419979963625471,-2.805232,-2.097437,0.707795,0.509
"1400","PAEP","hurdle",0.0419979963625484,-2.61525,2.523705,5.138955,0.509
"1392","OVOL1","hurdle",0.432896835051252,1.295952,2.211112,0.91516,0.509
"1261","MTFR1","hurdle",0.424490307230177,3.888492,4.551283,0.662791,0.509
"1244","MPP5","hurdle",0.254847003867741,4.50894,5.130144,0.621204,0.509
"1200","MED20","hurdle",0.0780884575211551,4.411298,5.030813,0.619515,0.509
"1199","MCM8","hurdle",0.669286901664535,1.2603,2.288508,1.028208,0.509
"1188","MAT2B","hurdle",0.000587683519576508,5.600033,6.462496,0.862463,0.509
"1134","LRGUK","hurdle",0.0419979963625478,-2.2960038,-0.7893445,1.5066593,0.509
"1111","LEMD1","hurdle",0.0419979963625471,-1.972495,1.003024,2.975519,0.509
"1044","KIF23","hurdle",0.232188707773493,-0.1375944,1.860841,1.9984354,0.509
"1008","KANSL3","hurdle",0.0510996009284795,4.757515,5.362829,0.605314,0.509
"848","GRK6","hurdle",0.229958476843003,3.875501,4.400136,0.524635,0.509
"836","GPR137","hurdle",0.00268196010078727,4.649267,5.417827,0.76856,0.509
"833","GPC2","hurdle",0.437883459977059,0.3065584,1.3260135,1.0194551,0.509
"691","FAM213B","hurdle",0.265617203450168,4.1248,4.645653,0.520853000000001,0.509
"645","EPS8L3","hurdle",0.0440169163728926,-0.1006463,2.4689482,2.5695945,0.509
"565","DNAAF1","hurdle",0.0419979963625481,-2.638393,1.701143,4.339536,0.509
"539","DDX58","hurdle",0.245450666273913,4.241949,4.849642,0.607693,0.509
"524","CYTH1","hurdle",0.0290781421453774,3.858767,4.519784,0.661017,0.509
"514","CYP27B1","hurdle",0.590958484120536,1.61112,2.23966,0.62854,0.509
"454","CLUL1","hurdle",0.624745633175667,2.071981,3.072898,1.000917,0.509
"342","CCDC65","hurdle",0.213961093020066,0.2343989,2.0215697,1.7871708,0.509
"338","CCDC157","hurdle",0.518371225083634,1.590266,2.852327,1.262061,0.509
"329","CCDC102A","hurdle",0.0723647935537149,1.078003,2.933473,1.85547,0.509
"321","CASP8","hurdle",0.238573795076547,2.668452,3.745287,1.076835,0.509
"301","CALB2","hurdle",0.0419979963625478,-1.898036,1.557668,3.455704,0.509
"200","BACH2","hurdle",0.143467405909478,1.704952,2.986978,1.282026,0.509
"194","B3GNTL1","hurdle",0.722351611399441,1.650367,2.212591,0.562224,0.509
"97","ANKRD13A","hurdle",0.0015296045441178,5.235386,5.911499,0.676113,0.509
"31","ACVRL1","hurdle",0.676440136231745,1.743848,2.334086,0.590238,0.509
"8","ABI1","hurdle",0.00538366603749066,5.931117,6.472554,0.541436999999999,0.509
"2331","ZNF724P","hurdle",0.355099591109925,-1.9146978,-0.2983136,1.6163842,0.508
"2291","ZNF383","hurdle",0.372634992627634,2.624305,3.478132,0.853827,0.508
"2261","ZMYND15","hurdle",0.3103736849439,-0.01257195,1.6220592,1.63463115,0.508
"2188","VAX2","hurdle",0.589888658531287,0.6288446,1.2810502,0.6522056,0.508
"2177","UTP14A","hurdle",0.250941641182746,3.552756,4.090844,0.538088,0.508
"2112","TRIM69","hurdle",0.28415419487595,3.504246,4.22324,0.718993999999999,0.508
"2029","TMEM133","hurdle",0.435691040193908,-0.3524136,1.5459884,1.898402,0.508
"1945","SYTL3","hurdle",0.620833965689727,0.8261481,1.4918274,0.6656793,0.508
"1797","SLC23A1","hurdle",0.56089815925705,-0.7581298,0.206841,0.9649708,0.508
"1728","SEMA3C","hurdle",0.451380129001965,1.101493,1.797497,0.696004,0.508
"1720","SDPR","hurdle",0.129290915483675,-2.0261018,0.9413239,2.9674257,0.508
"1679","RRAD","hurdle",0.36113623619126,-0.1473616,1.7690046,1.9163662,0.508
"1627","RECQL4","hurdle",0.501203405255145,0.918242,1.765907,0.847665,0.508
"1440","PDZD7","hurdle",0.0870019370807935,-2.8195721,0.2801998,3.0997719,0.508
"1341","NOTCH4","hurdle",0.136391126765146,0.9277528,2.5573286,1.6295758,0.508
"1277","MYO3B","hurdle",0.268904358361508,-2.25476551,0.07768259,2.3324481,0.508
"1240","MOCS3","hurdle",0.0283042149987238,3.79815,4.671749,0.873599,0.508
"1151","LRTOMT","hurdle",0.0119506039725707,3.032177,4.142739,1.110562,0.508
"1125","LMLN","hurdle",0.225691119943341,3.676028,4.332852,0.656824,0.508
"1051","KIT","hurdle",0.131002926929002,-2.2103148,0.4608243,2.6711391,0.508
"972","IMPG2","hurdle",0.129037771558584,-1.428909,1.312519,2.741428,0.508
"913","HPSE","hurdle",0.563116081806171,1.695274,2.367144,0.67187,0.508
"864","HACE1","hurdle",0.82105253095192,2.717975,3.241193,0.523218,0.508
"816","GJB3","hurdle",0.0192752441109858,-2.564382,1.8658,4.430182,0.508
"806","GFRA3","hurdle",0.0875262710831535,-2.8912805,-0.3091713,2.5821092,0.508
"697","FAM53A","hurdle",0.229505717908789,-1.53605887,-0.04532934,1.49072953,0.508
"676","FAM117B","hurdle",0.417458295452105,3.65345,4.276813,0.623363,0.508
"665","EXOSC3","hurdle",0.0762744054224129,4.5186,5.196164,0.677563999999999,0.508
"649","ERLIN2","hurdle",0.25452045128797,4.718942,5.45988,0.740938,0.508
"626","ENGASE","hurdle",0.790224542690141,2.207144,2.737946,0.530802,0.508
"620","ELOVL2","hurdle",0.216376587146349,-1.5719024,0.9646274,2.5365298,0.508
"582","DSN1","hurdle",0.325336053143642,2.413844,3.10687,0.693026,0.508
"513","CYP26B1","hurdle",0.357983553701379,-1.255252,1.359947,2.615199,0.508
"433","CLCNKA","hurdle",0.0715542601403026,-1.257563,-0.6686162,0.5889468,0.508
"360","CD3EAP","hurdle",0.613276911986492,2.703019,3.363766,0.660747,0.508
"344","CCDC8","hurdle",0.375843828634302,3.864588,4.440705,0.576117,0.508
"330","CCDC113","hurdle",0.0861692770545332,2.197563,3.541118,1.343555,0.508
"296","CABLES1","hurdle",0.713662383374812,0.946702,2.122724,1.176022,0.508
"276","C2CD3","hurdle",0.867610556075475,3.13145,3.724446,0.592996,0.508
"274","C22orf23","hurdle",0.318204592657016,-0.2992427,1.0430061,1.3422488,0.508
"253","C16orf46","hurdle",0.475094621667569,1.752479,2.71872,0.966241,0.508
"2313","ZNF623","hurdle",0.606263881803987,2.820011,3.36695,0.546939,0.507
"2281","ZNF284","hurdle",0.277334456124125,0.5039931,1.3811781,0.877185,0.507
"2065","TNF","hurdle",0.20412661632413,-0.003843138,2.39198265,2.395825788,0.507
"1922","STXBP3","hurdle",0.00270644958778821,5.605643,6.172113,0.566470000000001,0.507
"1852","SNRK","hurdle",0.0273677065668201,4.357593,4.897727,0.540134,0.507
"1811","SLC2A9","hurdle",0.612211530874945,0.5637796,1.1581367,0.5943571,0.507
"1809","SLC2A4RG","hurdle",0.117820866432306,3.487629,4.189751,0.702122,0.507
"1801","SLC25A21","hurdle",0.595426202052439,0.5021727,1.358509,0.8563363,0.507
"1794","SLC22A18AS","hurdle",0.375090480428178,-2.58605,-1.809592,0.776458,0.507
"1685","RTN2","hurdle",0.7128420275061,3.272464,3.930817,0.658353,0.507
"1495","PLEKHG7","hurdle",0.294871517579246,-0.4414431,2.0584734,2.4999165,0.507
"1387","OSBPL3","hurdle",0.685601233691655,0.341528,1.270899,0.929371,0.507
"1269","MYCBP","hurdle",0.881691614327634,2.508297,3.096801,0.588504,0.507
"1154","LTF","hurdle",0.534781827172711,1.726726,2.283413,0.556687,0.507
"1068","KMO","hurdle",0.481678676184812,-1.2806028,-0.2460042,1.0345986,0.507
"1067","KLRF1","hurdle",0.26192034813833,-0.8136238,0.4914394,1.3050632,0.507
"1065","KLK10","hurdle",0.413287760544729,0.2521742,1.6301904,1.3780162,0.507
"1026","KCTD16","hurdle",0.595255034384948,1.976042,2.838747,0.862705,0.507
"1014","KCNH8","hurdle",0.662091926873494,0.21457,0.9404789,0.7259089,0.507
"1003","JAG2","hurdle",0.781557239366926,2.260447,2.890695,0.630248,0.507
"976","IPCEF1","hurdle",0.342649054830158,-1.2938362,0.3944842,1.6883204,0.507
"792","GAS2L3","hurdle",0.464333764649728,0.6965636,1.2901976,0.593634,0.507
"774","FTSJ3","hurdle",0.0426647952149869,5.010043,5.650698,0.640655000000001,0.507
"711","FARP2","hurdle",0.294620841016556,3.813933,4.484071,0.670138,0.507
"692","FAM221A","hurdle",0.346058179397278,3.599337,4.17327,0.573933,0.507
"688","FAM19A2","hurdle",0.501765862284793,-0.05813936,1.30576176,1.36390112,0.507
"674","FAM106A","hurdle",0.320678349567769,-1.17290514,0.01260602,1.18551116,0.507
"637","EPHB3","hurdle",0.690315420292831,1.023228,1.748467,0.725239,0.507
"563","DLST","hurdle",0.0846183772706671,3.44247,4.330362,0.887892,0.507
"533","DCUN1D3","hurdle",0.784282654571091,2.768024,3.700487,0.932463,0.507
"336","CCDC15","hurdle",0.575669317437187,-0.02970029,0.97900939,1.00870968,0.507
"239","C10orf107","hurdle",0.743262562746987,1.371301,2.002908,0.631607,0.507
"140","ARHGAP4","hurdle",0.675306512796424,1.029089,2.237764,1.208675,0.507
"113","AOC2","hurdle",0.155515509971056,-0.8740813,1.8728028,2.7468841,0.507
"2309","ZNF564","hurdle",0.370027644907389,3.48034,4.190839,0.710499,0.506
"2293","ZNF385B","hurdle",0.619338641461523,-0.2572415,0.6583492,0.9155907,0.506
"2244","ZBTB42","hurdle",0.538233496259887,2.589003,3.219781,0.630778,0.506
"2202","VSIG2","hurdle",0.234362179492088,0.09493943,2.83875345,2.74381402,0.506
"2117","TRPV3","hurdle",0.0775150687193187,-0.6618143,2.8161729,3.4779872,0.506
"2102","TRIM16L","hurdle",0.399171033318237,2.127228,2.656479,0.529251,0.506
"2090","TP53TG3D","hurdle",0.157443889221138,-1.91544675,0.07211788,1.98756463,0.506
"1955","TANK","hurdle",0.0394069463330168,5.700298,6.319833,0.619535,0.506
"1923","STXBP4","hurdle",0.436510724174468,3.444488,4.170585,0.726097,0.506
"1826","SLC45A3","hurdle",0.701744245166641,1.183767,1.80436,0.620593,0.506
"1791","SLC20A1","hurdle",0.0658103432772898,4.984394,5.861022,0.876628,0.506
"1773","SLAMF7","hurdle",0.422699830790892,-0.820729,1.300949,2.121678,0.506
"1744","SERTAD4","hurdle",0.525305611821901,1.030139,2.079525,1.049386,0.506
"1658","RMI2","hurdle",0.60628276989052,0.1903231,1.6084885,1.4181654,0.506
"1625","RCOR2","hurdle",0.179098314155367,-0.2748552,2.110182,2.3850372,0.506
"1550","PRSS16","hurdle",0.0875218688320684,3.529912,4.44769,0.917778,0.506
"1430","PDGFB","hurdle",0.313914181562731,1.04372,2.475733,1.432013,0.506
"1295","NCF4","hurdle",0.621843514256975,-0.3895775,2.8344687,3.2240462,0.506
"1045","KIF26A","hurdle",0.369553379145037,-1.249385,0.251158,1.500543,0.506
"962","IL1A","hurdle",0.437810441675956,-0.2206526,0.7246011,0.9452537,0.506
"795","GATSL3","hurdle",0.690099624219237,1.325189,2.024003,0.698814,0.506
"772","FRRS1","hurdle",0.603016010403907,-0.9369435,0.6771699,1.6141134,0.506
"621","ELOVL5","hurdle",0.00778608611324868,6.472937,6.979721,0.506784,0.506
"552","DHODH","hurdle",0.760535281755465,2.762424,3.267663,0.505239,0.506
"426","CITED1","hurdle",0.525986028677525,-0.04297378,1.5335842,1.57655798,0.506
"399","CEP78","hurdle",0.237953920739015,3.072917,3.920753,0.847836,0.506
"395","CENPQ","hurdle",0.211280698321669,2.948018,3.828585,0.880567,0.506
"288","C8orf58","hurdle",0.905583304971909,2.818026,3.548289,0.730263,0.506
"287","C8orf48","hurdle",0.741602013632027,1.290959,1.998241,0.707282,0.506
"242","C10orf95","hurdle",0.546625421001808,1.639691,2.381517,0.741826,0.506
"207","BCL11A","hurdle",0.211623479632412,3.334235,4.304719,0.970484,0.506
"185","ATP8B3","hurdle",0.57609699183948,-0.6888538,0.7851359,1.4739897,0.506
"167","ATAD5","hurdle",0.855019928494862,1.808378,2.900485,1.092107,0.506
"106","ANXA13","hurdle",0.590641955936301,-0.3498574,0.3349304,0.6847878,0.506
"47","ADH6","hurdle",0.35691184703329,-0.3665829,1.6677919,2.0343748,0.506
"46","ADH1A","hurdle",0.193910025919262,-2.757629,-0.8746387,1.8829903,0.506
"36","ADAM8","hurdle",0.451419670166732,2.019838,2.605965,0.586127,0.506
"27","ACSS2","hurdle",0.150153020996782,4.824029,5.482296,0.658266999999999,0.506
"20","ACRC","hurdle",0.0244797230869631,-0.1164702,2.6058067,2.7222769,0.506
"2349","ZSCAN9","hurdle",0.29955233824855,2.784193,3.405295,0.621102,0.505
"2292","ZNF385A","hurdle",0.529228154304606,2.058747,3.293974,1.235227,0.505
"2289","ZNF354C","hurdle",0.0593131547604348,1.24822,2.846069,1.597849,0.505
"2280","ZNF283","hurdle",0.406736826083999,2.04555,2.790384,0.744834,0.505
"2250","ZC3H12C","hurdle",0.433082000358379,3.685971,4.230704,0.544733,0.505
"2172","UPK2","hurdle",0.0882151976669856,-3.3219281,-0.3883145,2.9336136,0.505
"2056","TMPRSS11E","hurdle",0.0882151976669857,-3.3219281,0.6830405,4.0049686,0.505
"2001","TIGD1","hurdle",0.452262986623519,2.448113,3.099102,0.650989,0.505
"1965","TBC1D23","hurdle",0.0171638688713266,5.431992,5.985731,0.553739,0.505
"1886","SPRR3","hurdle",0.088215197666986,-3.3219281,0.6093693,3.9312974,0.505
"1884","SPRR1B","hurdle",0.088215197666986,-3.3219281,0.6093693,3.9312974,0.505
"1877","SPDYA","hurdle",0.8299529061325,-0.6900814,0.8180139,1.5080953,0.505
"1843","SMARCC1","hurdle",0.000691116724586458,5.539633,6.121123,0.58149,0.505
"1726","SELL","hurdle",0.0882151976669857,-3.3219281,0.8660374,4.1879655,0.505
"1708","SCEL","hurdle",0.0882151976669855,-3.3219281,0.9453178,4.2672459,0.505
"1631","RERGL","hurdle",0.0882151976669857,-3.3219281,0.9974137,4.3193418,0.505
"1559","PTAFR","hurdle",0.618719675352636,2.265838,2.937779,0.671941,0.505
"1499","PLIN1","hurdle",0.0882151976669852,-3.3219281,-0.8295425,2.4923856,0.505
"1479","PLA2G7","hurdle",0.623228539617795,-0.1105619,1.3952369,1.5057988,0.505
"1469","PIK3CD","hurdle",0.341453760306215,2.351109,3.062022,0.710913,0.505
"1448","PF4","hurdle",0.718916483639166,0.4458842,1.1657207,0.7198365,0.505
"1421","PCDHGB1","hurdle",0.0788412496862584,-1.074683,2.221452,3.296135,0.505
"1397","PADI1","hurdle",0.0882151976669857,-3.3219281,-0.7264119,2.5955162,0.505
"1337","NOD2","hurdle",0.0882151976669856,-3.321928,-0.606909,2.715019,0.505
"1325","NHLH1","hurdle",0.0882151976669857,-3.321928,0.815279,4.137207,0.505
"1270","MYEOV","hurdle",0.0882151976669855,-3.3219281,0.6436482,3.9655763,0.505
"1214","MEX3C","hurdle",0.0808544239071542,3.596272,4.455717,0.859445,0.505
"1174","MALSU1","hurdle",0.012769954774079,5.528072,6.045215,0.517143,0.505
"1120","LIMS2","hurdle",0.0882151976669857,-3.321928,-2.801121,0.520807,0.505
"1042","KIF18A","hurdle",0.339314613467307,-0.5328144,0.2172542,0.7500686,0.505
"1031","KIAA0753","hurdle",0.796567804126216,3.278278,3.921743,0.643465,0.505
"977","IPO11","hurdle",0.832440491772925,2.414231,3.090184,0.675953,0.505
"918","HSD11B2","hurdle",0.861932188485361,1.633153,2.416919,0.783766,0.505
"829","GNGT1","hurdle",0.0882151976669856,-3.321928,-2.120346,1.201582,0.505
"789","GALNT5","hurdle",0.390565733820625,0.1113123,1.74468,1.6333677,0.505
"762","FOXO4","hurdle",0.867178949368621,0.913759,1.49955,0.585791,0.505
"722","FDCSP","hurdle",0.0882151976669858,-3.321928,1.440669,4.762597,0.505
"671","FA2H","hurdle",0.901855295153502,3.705694,4.228886,0.523192,0.505
"664","EXOC6B","hurdle",0.942848862535911,2.727018,3.30817,0.581152,0.505
"650","ERN2","hurdle",0.088215197666986,-3.3219281,0.6093693,3.9312974,0.505
"590","DUSP2","hurdle",0.713262323391217,1.01114,1.57818,0.56704,0.505
"567","DNAH11","hurdle",0.0882151976669856,-3.321928,0.18895,3.510878,0.505
"472","CORIN","hurdle",0.65401290824042,-0.4145173,1.2118615,1.6263788,0.505
"451","CLN6","hurdle",0.466306530217474,4.284034,5.057337,0.773303,0.505
"408","CHADL","hurdle",0.364500400312338,2.189574,3.082327,0.892753,0.505
"392","CELF5","hurdle",0.697316323529955,-0.6382454,0.9274425,1.5656879,0.505
"390","CECR3","hurdle",0.0882151976669855,-3.321928,1.176633,4.498561,0.505
"364","CD53","hurdle",0.0882151976669852,-3.3219281,0.2491524,3.5710805,0.505
"229","BNC1","hurdle",0.0882151976669855,-3.321928,-1.609247,1.712681,0.505
"226","BMP3","hurdle",0.0882151976669858,-3.3219281,-0.6330288,2.6888993,0.505
"164","ASPA","hurdle",0.724779984476269,-0.1096506,1.0979731,1.2076237,0.505
"159","ART4","hurdle",0.0882151976669856,-3.321928,-2.731205,0.590723,0.505
"98","ANKRD2","hurdle",0.0882151976669858,-3.3219281,0.8244111,4.1463392,0.505
"2334","ZNF763","hurdle",0.765106794571103,1.212891,2.77734,1.564449,0.504
"2263","ZNF121","hurdle",0.0790118313864401,2.91942,3.851593,0.932173,0.504
"2138","TTC22","hurdle",0.209975334572068,2.358932,3.601471,1.242539,0.504
"2106","TRIM29","hurdle",0.2494787907865,-2.2827297,0.2164187,2.4991484,0.504
"2083","TNNI3","hurdle",0.249478790786503,-2.442754,1.211386,3.65414,0.504
"2076","TNFRSF25","hurdle",0.249478790786499,-1.9183198,0.5101556,2.4284754,0.504
"2034","TMEM169","hurdle",0.667396908653557,0.7109129,1.4414502,0.7305373,0.504
"1916","STRC","hurdle",0.2494787907865,-1.393867,0.815279,2.209146,0.504
"1874","SPATA5","hurdle",0.961394596629397,2.131935,3.069323,0.937388,0.504
"1872","SPATA12","hurdle",0.249478790786502,-2.841184,-1.522802,1.318382,0.504
"1765","SHISA9","hurdle",0.118092025560751,0.8904935,2.7990256,1.9085321,0.504
