"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.delta","log2fold_change","Auc"
"1955","SPIN3","hurdle",0.736179190707163,3.199283,3.751385,0.552102,0.512
"1916","SLX4","hurdle",0.662262901007675,2.257281,2.850473,0.593192,0.512
"1847","SHC3","hurdle",0.179122853291654,-0.08250718,1.32786583,1.41037301,0.512
"1705","RCOR2","hurdle",0.180827769314572,-0.01079902,1.73179207,1.74259109,0.512
"1697","RBM24","hurdle",0.126693624353766,-1.535861,1.642353,3.178214,0.512
"1570","POLM","hurdle",0.0657055562242452,3.660252,4.511285,0.851033,0.512
"1496","PDZD4","hurdle",0.526418599385926,2.135157,2.692357,0.5572,0.512
"1412","NYAP1","hurdle",0.312131011881512,0.1055762,1.6803105,1.5747343,0.512
"1308","MYO7A","hurdle",0.347957701676281,1.680079,3.200532,1.520453,0.512
"1300","MYBPHL","hurdle",0.125035607524382,1.002402,1.778788,0.776386,0.512
"1286","MSS51","hurdle",0.142917842768609,0.2912014,1.9116195,1.6204181,0.512
"1249","MFAP5","hurdle",0.38159690067027,1.571077,2.150587,0.57951,0.512
"1247","METTL25","hurdle",0.679403236545127,2.78013,3.386822,0.606692,0.512
"1134","LNP1","hurdle",0.114032090834801,1.798843,3.575056,1.776213,0.512
"1124","LGI1","hurdle",0.175425055073832,-0.02291971,1.60619158,1.62911129,0.512
"1072","KHDRBS2","hurdle",0.143380965813095,-1.7503161,-0.06060864,1.68970746,0.512
"1045","KCNH7","hurdle",0.30540963832403,0.7389916,1.9228509,1.1838593,0.512
"969","HSPB9","hurdle",0.0937295529124437,0.8736768,1.6106193,0.7369425,0.512
"915","HARBI1","hurdle",0.627701628478801,2.941682,3.659078,0.717396,0.512
"885","GPRASP2","hurdle",0.5824751795633,2.374697,3.109049,0.734352,0.512
"849","GINS4","hurdle",0.275731690485957,1.17088,2.336191,1.165311,0.512
"769","FER1L5","hurdle",0.338850030415019,-0.2286439,1.0552195,1.2838634,0.512
"721","FAM218A","hurdle",0.0362422464933952,1.696248,3.535039,1.838791,0.512
"596","DPH2","hurdle",0.640172373372835,4.240228,4.751572,0.511344,0.512
"581","DNAJC14","hurdle",0.245102202501294,4.75244,5.257105,0.504665,0.512
"547","DGKG","hurdle",0.388785920640354,1.172233,1.848664,0.676431,0.512
"468","CPEB3","hurdle",0.352506040075287,3.394641,4.172043,0.777402,0.512
"346","CCNA2","hurdle",0.498315450130386,0.4141827,1.6783881,1.2642054,0.512
"306","CASC2","hurdle",0.131139519554793,1.360222,2.730452,1.37023,0.512
"240","C2CD4C","hurdle",0.0203068448472359,-1.643997,2.113962,3.757959,0.512
"210","C15orf59","hurdle",0.0513668160252377,-0.120565,1.468897,1.589462,0.512
"202","C10orf95","hurdle",0.588321417568325,1.553893,2.653124,1.099231,0.512
"78","ANGPTL3","hurdle",0.480912299386003,1.657951,2.526607,0.868656,0.512
"67","ALOX15","hurdle",0.116238624058727,-2.943252,-1.550395,1.392857,0.512
"2439","ZNF772","hurdle",0.243448774190843,3.253727,4.031439,0.777712,0.511
"2414","ZNF614","hurdle",0.535480628166678,2.076931,3.004343,0.927412,0.511
"2351","ZNF180","hurdle",0.0466292574624006,2.946553,4.097842,1.151289,0.511
"2349","ZNF174","hurdle",0.290628806215907,3.13428,3.887028,0.752748,0.511
"2292","XKR6","hurdle",0.183018170398609,1.359524,2.594375,1.234851,0.511
"2281","WDR76","hurdle",0.294034558445013,1.636339,2.970053,1.333714,0.511
"2238","USP44","hurdle",0.202653542245193,1.830402,3.035347,1.204945,0.511
"2202","TVP23A","hurdle",0.169584570802261,-0.2309848,1.6294833,1.8604681,0.511
"2166","TRPM8","hurdle",0.381233826861829,0.3366702,1.4389525,1.1022823,0.511
"1953","SPIB","hurdle",0.256710636860274,-0.2670566,1.5096039,1.7766605,0.511
"1896","SLC4A5","hurdle",0.391056604149811,1.339907,2.658127,1.31822,0.511
"1815","SEMA3A","hurdle",0.374442337602135,1.075306,2.227121,1.151815,0.511
"1621","PRRG1","hurdle",0.503251164450892,2.663721,3.216236,0.552515,0.511
"1615","PRPH2","hurdle",0.138301389876279,1.555495,3.286529,1.731034,0.511
"1571","POLN","hurdle",0.438864758813241,0.544977,1.491052,0.946075,0.511
"1407","NUP133","hurdle",0.0411329204979273,4.593784,5.224771,0.630986999999999,0.511
"1395","NT5M","hurdle",0.153416721800363,0.3069804,2.0005192,1.6935388,0.511
"1250","MFSD2A","hurdle",0.209870136185021,0.7002592,2.523071,1.8228118,0.511
"1155","LRRC37A","hurdle",0.0880378710994439,-0.2913883,0.8044623,1.0958506,0.511
"1100","KLHL15","hurdle",0.298321703124221,3.21532,3.942982,0.727662,0.511
"1048","KCNIP4","hurdle",0.219835865616885,-1.30763037,-0.06237151,1.24525886,0.511
"874","GPATCH1","hurdle",0.267015741486305,3.349888,3.961591,0.611703,0.511
"837","GDPD3","hurdle",0.168457946076736,-1.724038,1.000893,2.724931,0.511
"803","FRMPD1","hurdle",0.246097656510539,0.1776608,1.3764529,1.1987921,0.511
"742","FANCM","hurdle",0.173859122257245,1.908006,3.10968,1.201674,0.511
"675","ETV5","hurdle",0.35744253839329,4.139334,4.706713,0.567379,0.511
"610","DUSP19","hurdle",0.610412848744562,2.180996,3.076491,0.895495,0.511
"574","DNAH9","hurdle",0.104750642796215,1.09194,2.848811,1.756871,0.511
"544","DENND6B","hurdle",0.451275232888347,3.397119,3.918661,0.521542,0.511
"407","CEP76","hurdle",0.269101943751545,2.762857,3.608506,0.845649,0.511
"394","CELF5","hurdle",0.260628611062067,-0.5576836,0.7489006,1.3065842,0.511
"339","CCDC87","hurdle",0.0932436145331453,-0.76095931,0.07612654,0.83708585,0.511
"268","CA5B","hurdle",0.745435481969224,2.934949,3.464961,0.530012,0.511
"206","C12orf60","hurdle",0.303625839762599,1.594796,3.18786,1.593064,0.511
"146","ATG9B","hurdle",0.246811935106692,-0.6057333,1.7422187,2.347952,0.511
"25","ACTC1","hurdle",0.339828180727662,2.668212,3.288692,0.62048,0.511
"3","AADAT","hurdle",0.396469910638181,2.659074,3.377927,0.718853,0.511
"2450","ZNF831","hurdle",0.00988728891702013,-3.321928,1.129479,4.451407,0.51
"2445","ZNF792","hurdle",0.498341310269909,0.9074995,2.5372264,1.6297269,0.51
"2382","ZNF41","hurdle",0.396556425642881,2.550035,3.194381,0.644346,0.51
"2336","ZIK1","hurdle",0.249939740097899,0.6482122,3.3004151,2.6522029,0.51
"2311","ZBTB7C","hurdle",0.41004040771561,1.2179,2.448624,1.230724,0.51
"2293","XKR9","hurdle",0.18998750014568,1.824809,2.917857,1.093048,0.51
"2273","WDR31","hurdle",0.424261595451942,1.527628,2.437442,0.909814,0.51
"2231","USH2A","hurdle",0.352006853517093,-0.8004496,1.1308477,1.9312973,0.51
"2156","TRIP13","hurdle",0.436245879518648,0.784042,1.628648,0.844606,0.51
"2116","TMEM38A","hurdle",0.116533304624134,2.935587,3.682369,0.746782,0.51
"2052","TCEANC","hurdle",0.229291515546625,1.580917,3.15192,1.571003,0.51
"1904","SLC7A6OS","hurdle",0.384335757961079,3.295606,3.799949,0.504343,0.51
"1866","SLC13A5","hurdle",0.352109560669384,-0.6137917,0.6334732,1.2472649,0.51
"1573","PON1","hurdle",0.175636236149609,1.415589,2.905104,1.489515,0.51
"1562","PMS1","hurdle",0.382713352279214,4.24474,4.789947,0.545207,0.51
"1548","PLCD4","hurdle",0.200883339034284,0.6498957,1.9925764,1.3426807,0.51
"1535","PIWIL2","hurdle",0.155419173263488,1.290023,3.065249,1.775226,0.51
"1510","PGBD4","hurdle",0.214246444215231,2.361859,3.318692,0.956833,0.51
"1458","PC","hurdle",0.196904355252657,3.4756,4.1985,0.7229,0.51
"1422","OSBP2","hurdle",0.519818275149111,2.611741,3.31475,0.703009,0.51
"1302","MYL7","hurdle",0.349409773070521,-0.1469397,1.176335,1.3232747,0.51
"1137","LPAR5","hurdle",0.0098872889170201,-3.321928,-1.04264,2.279288,0.51
"1094","KISS1R","hurdle",0.4876211789239,1.050491,2.313215,1.262724,0.51
"996","IL11RA","hurdle",0.302368099523834,2.6048,3.514747,0.909947,0.51
"918","HCG9","hurdle",0.31018515158431,-1.255821,0.8730148,2.1288358,0.51
"873","GPAM","hurdle",0.743195274649696,2.541367,3.979236,1.437869,0.51
"843","GHRH","hurdle",0.00988728891702011,-3.3219281,0.4206744,3.7426025,0.51
"818","GABRB2","hurdle",0.00988728891702008,-3.321928,1.815151,5.137079,0.51
"796","FOXJ1","hurdle",0.786586401524856,3.233431,4.20848,0.975049,0.51
"733","FAM76B","hurdle",0.0806925637776455,3.392958,4.293565,0.900607,0.51
"703","FAM160A1","hurdle",0.465332115510864,0.7176936,1.2199514,0.5022578,0.51
"601","DRD5","hurdle",0.00988728891702013,-3.321928,1.16976,4.491688,0.51
"594","DOLPP1","hurdle",0.756713368399016,3.686619,4.324664,0.638045,0.51
"265","C9orf66","hurdle",0.484128424298481,0.6470904,1.1502386,0.5031482,0.51
"221","C19orf81","hurdle",0.149920905076054,2.537323,3.424187,0.886864,0.51
"187","BMP7","hurdle",0.437193234944503,1.784186,2.563295,0.779109,0.51
"90","AP5M1","hurdle",0.255581642771645,5.399506,6.115032,0.715526000000001,0.51
"38","ADNP2","hurdle",0.652950429315906,3.737507,4.318452,0.580945,0.51
"5","ABCA10","hurdle",0.452473898894669,1.878798,2.46638,0.587582,0.51
"2449","ZNF829","hurdle",0.183192408490597,1.883531,2.985941,1.10241,0.509
"2426","ZNF689","hurdle",0.256024531618596,4.149447,4.858237,0.70879,0.509
"2402","ZNF558","hurdle",0.822201659335426,3.173941,3.919358,0.745417,0.509
"2354","ZNF200","hurdle",0.673708019915211,2.317985,3.207473,0.889488,0.509
"2350","ZNF175","hurdle",0.582440798369813,2.574392,3.718372,1.14398,0.509
"2347","ZNF138","hurdle",0.105105540557511,3.270231,3.920682,0.650451,0.509
"2329","ZFAT","hurdle",0.307769345403712,2.242229,2.861661,0.619432,0.509
"2079","THSD1","hurdle",0.404541918696711,0.2728274,1.0780808,0.8052534,0.509
"2037","TBC1D2","hurdle",0.253811480121168,1.887776,3.01273,1.124954,0.509
"1713","RFWD3","hurdle",0.190204619534167,3.839224,4.445436,0.606212,0.509
"1641","PTPRC","hurdle",0.0419979963625475,-3.289988,1.695208,4.985196,0.509
"1465","PCDHB2","hurdle",0.300141757166702,1.002212,2.344292,1.34208,0.509
"1435","PACSIN1","hurdle",0.67388271428571,2.328924,2.887273,0.558349,0.509
"1401","NUDT13","hurdle",0.69681764943725,1.239724,2.098468,0.858744,0.509
"1397","NTS","hurdle",0.0419979963625471,-1.48237,3.17197,4.65434,0.509
"1374","NPAT","hurdle",0.692760656966334,4.416105,4.963037,0.546932,0.509
"1372","NOXRED1","hurdle",0.0419979963625471,-3.099288,-0.6586183,2.4406697,0.509
"1281","MRO","hurdle",0.417476939522449,0.2431705,1.7001765,1.457006,0.509
"1167","LTB4R","hurdle",0.676333019700774,1.78953,2.742699,0.953169,0.509
"1151","LRRC20","hurdle",0.723054351538565,2.415581,3.25029,0.834709,0.509
"1075","KIAA1024","hurdle",0.670318903084942,2.07631,2.638099,0.561789,0.509
"956","HR","hurdle",0.371003817887683,0.5429682,2.6147627,2.0717945,0.509
"892","GREB1","hurdle",0.379097562608522,1.970501,2.708035,0.737534,0.509
"785","FLJ42969","hurdle",0.0419979963625471,-3.218961,1.054821,4.273782,0.509
"538","DENND1C","hurdle",0.441392727107326,0.2222391,0.9757686,0.7535295,0.509
"335","CCDC65","hurdle",0.16720349011177,0.04340926,2.30318876,2.2597795,0.509
"334","CCDC39","hurdle",0.406363711538269,-1.7650578,0.1215094,1.8865672,0.509
"290","CALCA","hurdle",0.0419979963625471,-1.516888,1.524389,3.041277,0.509
"283","CACNG8","hurdle",0.420968031574837,-0.1840271,0.4361066,0.6201337,0.509
"2459","ZSCAN20","hurdle",0.68204222856034,1.242576,1.857156,0.61458,0.508
"2432","ZNF713","hurdle",0.597543044454634,0.9347458,1.6467396,0.7119938,0.508
"2345","ZNF132","hurdle",0.357087272109151,2.07043,3.263997,1.193567,0.508
"2319","ZCWPW2","hurdle",0.41360197718769,1.611063,2.486811,0.875748,0.508
"2164","TRPM5","hurdle",0.0427676787788522,-2.423659,1.417634,3.841293,0.508
"2146","TRAM1L1","hurdle",0.749594443268818,2.92708,3.590692,0.663612,0.508
"2142","TPH1","hurdle",0.225526563739449,0.6018788,2.6229477,2.0210689,0.508
"2096","TMEM107","hurdle",0.00263691676000237,4.807637,5.490011,0.682374,0.508
"1989","STPG2","hurdle",0.389462405685045,-0.7282237,0.5930916,1.3213153,0.508
"1888","SLC35F1","hurdle",0.0568295245958816,-2.3342827,0.8711075,3.2053902,0.508
"1874","SLC24A2","hurdle",0.229450045022496,-0.3582261,2.3130403,2.6712664,0.508
"1858","SIPA1L1","hurdle",0.166156744741678,4.990088,5.50207,0.511982,0.508
"1843","SH2D5","hurdle",0.190032378534713,-1.757001167,0.002429736,1.759430903,0.508
"1694","RBM11","hurdle",0.572928415673326,1.352941,2.209069,0.856128,0.508
"1599","PRDM15","hurdle",0.754496166383176,1.701309,2.306351,0.605042,0.508
"1584","PPM1E","hurdle",0.640166396520627,1.245018,2.032129,0.787111,0.508
"1488","PDE4B","hurdle",0.815469557542243,2.381733,3.147705,0.765972,0.508
"1462","PCDHB14","hurdle",0.735275891356834,1.627133,2.530059,0.902926,0.508
"1450","PASK","hurdle",0.395805076807456,1.865069,2.434598,0.569529,0.508
"1418","OPCML","hurdle",0.00962200061025229,-2.514371,3.023669,5.53804,0.508
"1354","NFAM1","hurdle",0.175196587799466,-0.1244282,1.9663002,2.0907284,0.508
"1334","NCAPG","hurdle",0.528159417478999,0.04655487,2.20480132,2.15824645,0.508
"1304","MYLK3","hurdle",0.245013505918024,-1.4270321,0.7009148,2.1279469,0.508
"1270","MNX1","hurdle",0.590204089552317,3.189709,3.741408,0.551699,0.508
"1120","LDLRAD1","hurdle",0.525266112120271,0.4980349,1.3594257,0.8613908,0.508
"1109","KLRG1","hurdle",0.525374731508587,0.2606915,1.5186163,1.2579248,0.508
"1103","KLHL31","hurdle",0.4140817226165,-0.3051488,0.5299444,0.8350932,0.508
"957","HRASLS","hurdle",0.393139561795773,1.912862,3.085908,1.173046,0.508
"860","GNAT2","hurdle",0.263081183502689,-0.5724053,1.2718711,1.8442764,0.508
"836","GDPD1","hurdle",0.0514198023612326,2.071382,3.293683,1.222301,0.508
"779","FIG4","hurdle",0.293341164608434,4.471994,5.019095,0.547101000000001,0.508
"705","FAM161B","hurdle",0.374256628297747,1.929667,2.786164,0.856497,0.508
"453","CNTNAP4","hurdle",0.347696230367297,0.05797949,1.78178699,1.7238075,0.508
"433","CLCNKA","hurdle",0.0726491718360127,-2.409777,1.006836,3.416613,0.508
"390","CECR6","hurdle",0.518075889209625,1.256643,2.273745,1.017102,0.508
"374","CDHR1","hurdle",0.472649987593487,1.076439,2.728394,1.651955,0.508
"349","CCR10","hurdle",0.840661038554655,2.316167,3.214389,0.898222,0.508
"337","CCDC81","hurdle",0.230314442088061,-1.702491,1.044063,2.746554,0.508
"330","CCDC173","hurdle",0.482118216194932,-0.5750809,1.1115685,1.6866494,0.508
"247","C2orf70","hurdle",0.582415771522791,0.6100933,1.9012241,1.2911308,0.508
"245","C2orf54","hurdle",0.595814183612409,2.08981,2.784584,0.694774,0.508
"232","C1orf74","hurdle",0.768012765188807,2.616205,3.13945,0.523245,0.508
"151","ATP2B3","hurdle",0.00930576793761805,-3.006647,1.389749,4.396396,0.508
"70","AMER1","hurdle",0.591919320567029,-0.07195294,1.34768223,1.41963517,0.508
"69","ALS2CR11","hurdle",0.0835745169508532,-0.3592544,2.4361804,2.7954348,0.508
"57","AKAP2","hurdle",0.22148423626362,-2.4270487,-0.5022988,1.9247499,0.508
"53","AIFM3","hurdle",0.721441327562455,1.776769,2.306716,0.529947,0.508
"8","ABCA9","hurdle",0.405008876186712,0.6517551,1.5845789,0.9328238,0.508
"2447","ZNF816","hurdle",0.857596679409054,2.436176,3.112658,0.676482,0.507
"2404","ZNF565","hurdle",0.763407497886035,2.362398,3.355809,0.993411,0.507
"2361","ZNF254","hurdle",0.735193010010029,3.802303,4.380895,0.578592,0.507
"2263","VWC2L","hurdle",0.0605096482812049,-0.07353636,2.18499034,2.2585267,0.507
"2230","UPK3A","hurdle",0.498797830786578,0.04320662,1.22116428,1.17795766,0.507
"2158","TRMT10A","hurdle",0.0792179674191328,3.093253,4.079723,0.986470000000001,0.507
"2107","TMEM182","hurdle",0.0727326683567176,1.080433,2.784592,1.704159,0.507
"2085","TINCR","hurdle",0.402660139565927,-0.05098617,0.94981581,1.00080198,0.507
"1996","SULT1C4","hurdle",0.502382152531543,-1.003925,0.5868592,1.5907842,0.507
"1751","RNF183","hurdle",0.124153250943167,0.3183277,2.0626512,1.7443235,0.507
"1712","RFPL2","hurdle",0.477429124102048,-0.616202,0.7154062,1.3316082,0.507
"1703","RCBTB1","hurdle",0.492988599209986,4.341833,4.990639,0.648806,0.507
"1672","RABL2B","hurdle",0.0613488731696432,3.575874,4.197088,0.621214,0.507
"1666","RAB6C","hurdle",0.614736467693489,-1.8483151,-0.2973575,1.5509576,0.507
"1649","PWRN1","hurdle",0.185123239911237,-1.8944298,0.3245634,2.2189932,0.507
"1557","PLSCR2","hurdle",0.524649890980582,0.7798949,2.1115774,1.3316825,0.507
"1551","PLEKHA2","hurdle",0.472690049150731,3.554753,4.221735,0.666982,0.507
"1534","PIWIL1","hurdle",0.338496942057476,-0.2400401,1.320065,1.5601051,0.507
"1528","PIH1D2","hurdle",0.435995697217544,1.479493,2.707294,1.227801,0.507
"1491","PDE7B","hurdle",0.589021989364188,2.176579,3.522874,1.346295,0.507
"1468","PCDHB9","hurdle",0.432915995084861,1.775286,2.873725,1.098439,0.507
"1456","PBX4","hurdle",0.308556065425262,-1.900749,1.251461,3.15221,0.507
"1426","OVGP1","hurdle",0.638269524523665,0.2194527,0.9252042,0.7057515,0.507
"1423","OTUD1","hurdle",0.142058467623388,2.895179,3.541214,0.646035,0.507
"1386","NRGN","hurdle",0.73004246646019,0.880472,1.599491,0.719019,0.507
"1193","MAP3K15","hurdle",0.852178616306633,2.089182,2.600633,0.511451,0.507
"916","HAUS8","hurdle",0.333132776563617,2.56342,3.116519,0.553099,0.507
"903","GSTM2","hurdle",0.141584161558231,3.066108,3.921869,0.855761,0.507
"787","FLT1","hurdle",0.198589389790664,0.02258057,1.63927556,1.61669499,0.507
"782","FKBPL","hurdle",0.43457419017633,2.962338,3.481502,0.519164,0.507
"752","FBXO15","hurdle",0.4300705800854,1.270276,2.537584,1.267308,0.507
"701","FAM149A","hurdle",0.410071794796345,3.437092,4.179054,0.741962,0.507
"695","FAM122C","hurdle",0.522311799460264,1.166872,1.978066,0.811194,0.507
"669","ESM1","hurdle",0.49969529374117,-0.8153575,-0.2526898,0.5626677,0.507
"622","EFCAB13","hurdle",0.191705799523247,1.768518,2.63874,0.870222,0.507
"404","CEP55","hurdle",0.480677374139981,-0.09246536,1.17927442,1.27173978,0.507
"368","CDCA3","hurdle",0.671079191122713,1.193651,2.310438,1.116787,0.507
"328","CCDC154","hurdle",0.502519561834949,-1.1735217,-0.3488582,0.8246635,0.507
"260","C8orf37","hurdle",0.808173528065281,1.637488,2.288433,0.650945,0.507
"199","BUB1B","hurdle",0.10174703426297,0.8162005,2.7474314,1.9312309,0.507
"158","AURKB","hurdle",0.423549761915679,0.01106287,2.00932548,1.99826261,0.507
"156","ATP7A","hurdle",0.260466383904418,3.633859,4.356021,0.722162,0.507
"121","ARL11","hurdle",0.343594257215155,-0.8514262,1.3435526,2.1949788,0.507
"86","ANKRD42","hurdle",0.329910359001302,2.177986,3.101713,0.923727,0.507
"42","AGAP5","hurdle",0.24760457464969,0.3189235,1.5615356,1.2426121,0.507
"35","ADCY3","hurdle",0.64211298136395,1.731763,2.421393,0.68963,0.507
"2302","ZBTB10","hurdle",0.0862257001843477,4.205891,4.717546,0.511654999999999,0.506
"2269","WBSCR17","hurdle",0.018574548569923,-0.2369066,2.2050175,2.4419241,0.506
"2087","TLCD2","hurdle",0.288867319238472,3.909565,4.440827,0.531261999999999,0.506
"1958","SPOCK2","hurdle",0.492707089417285,-0.2987542,1.2098873,1.5086415,0.506
"1939","SOX15","hurdle",0.761332414515121,0.6705109,1.2984009,0.62789,0.506
"1821","SENP8","hurdle",0.434212936107456,3.148232,3.987391,0.839159,0.506
"1787","SAMD13","hurdle",0.804321367138123,1.482182,2.476281,0.994099,0.506
"1766","RPS6KC1","hurdle",0.090817858302308,3.842483,4.624907,0.782424,0.506
"1747","RNF125","hurdle",0.239389139455768,-1.0959611,0.9266611,2.0226222,0.506
"1675","RAD52","hurdle",0.0419855453341753,3.15188,4.246675,1.094795,0.506
"1626","PRSS53","hurdle",0.392079096965184,0.5901735,1.5486378,0.9584643,0.506
"1603","PRICKLE3","hurdle",0.433904523830991,1.977269,2.594631,0.617362,0.506
"1601","PRH2","hurdle",0.67970912491088,0.08139211,1.23314855,1.15175644,0.506
"1597","PRDM10","hurdle",0.815668920263662,2.676035,3.34257,0.666535,0.506
"1572","POLR2J2","hurdle",0.719160601246592,2.236331,2.788832,0.552501,0.506
"1498","PDZRN4","hurdle",0.276702538153602,-0.6392781,1.8030879,2.442366,0.506
"1368","NOL9","hurdle",0.247225671916176,4.336765,4.87409,0.537325,0.506
"1279","MRC1","hurdle",0.606967062350602,1.80631,2.358399,0.552089,0.506
"1258","MIAT","hurdle",0.102181093291182,-1.570199,1.620221,3.19042,0.506
"1239","MED9","hurdle",0.315709188085495,4.02676,4.753581,0.726820999999999,0.506
"1230","MDM1","hurdle",0.930486728480931,2.49082,3.171944,0.681124,0.506
"1145","LRIF1","hurdle",0.0685587994245901,4.370736,4.911471,0.540735,0.506
"999","IL23R","hurdle",0.484600823382959,-0.2595141,1.0446198,1.3041339,0.506
"994","IKZF5","hurdle",0.794590487962153,3.993345,4.517044,0.523699,0.506
"963","HSH2D","hurdle",0.484546680997485,2.921364,3.739782,0.818418,0.506
"953","HPCAL4","hurdle",0.433823319777735,0.5814957,2.1329266,1.5514309,0.506
"897","GRK4","hurdle",0.549239848170006,2.082076,2.997668,0.915592,0.506
"879","GPR162","hurdle",0.667888606304848,0.2514091,1.1360209,0.8846118,0.506
"730","FAM71F2","hurdle",0.566974772525587,1.306842,2.201394,0.894552,0.506
"592","DOK3","hurdle",0.559909804717628,-0.65985283,-0.08458703,0.5752658,0.506
"449","CNOT6","hurdle",0.150293615223465,4.112677,5.051584,0.938907,0.506
"427","CITED1","hurdle",0.468855627341979,-0.0374884,1.5224858,1.5599742,0.506
"423","CHST7","hurdle",0.896423828416185,2.381077,2.944137,0.56306,0.506
"324","CCDC13","hurdle",0.62196131756049,-1.204406,-0.394137,0.810269,0.506
"293","CALCRL","hurdle",0.621979819700532,-0.9395845,0.7410505,1.680635,0.506
"219","C19orf47","hurdle",0.17548583555635,2.48679,3.206014,0.719224,0.506
"103","ARC","hurdle",0.43128529460807,0.1178688,2.2802261,2.1623573,0.506
"2444","ZNF79","hurdle",0.892130003292335,2.343158,3.07263,0.729472,0.505
"2355","ZNF202","hurdle",0.0867907497284634,2.370424,3.539724,1.1693,0.505
"2318","ZCCHC4","hurdle",0.179051812950548,2.522541,3.620368,1.097827,0.505
"2259","VSX1","hurdle",0.0882151976669847,-3.3219281,-0.2765062,3.0454219,0.505
"2197","TUBB1","hurdle",0.418574204252183,0.3815131,1.4868408,1.1053277,0.505
"2068","TET1","hurdle",0.896795117604686,2.689762,3.627499,0.937737,0.505
"2024","TADA2A","hurdle",0.581759157085341,3.377303,4.176806,0.799503,0.505
"2012","SYNPR","hurdle",0.0882151976669852,-3.321928,-1.577178,1.74475,0.505
"2007","SYNC","hurdle",0.389680618565061,2.005184,2.861432,0.856248,0.505
"2006","SYN2","hurdle",0.0882151976669856,-3.3219281,0.3301738,3.6521019,0.505
"1913","SLFN13","hurdle",0.830213015232539,0.05664323,0.84169133,0.7850481,0.505
"1819","SENP3","hurdle",0.194473274044961,0.7228314,2.0070582,1.2842268,0.505
"1671","RABL2A","hurdle",0.205756401115682,1.564283,2.927702,1.363419,0.505
"1635","PTCHD1","hurdle",0.0882151976669852,-3.321928,1.02277,4.344698,0.505
"1576","POU2AF1","hurdle",0.536502305782256,0.1787161,0.9245698,0.7458537,0.505
"1470","PCDHGA2","hurdle",0.644096200203955,0.254133,0.8720563,0.6179233,0.505
"1387","NRN1L","hurdle",0.0882151976669856,-3.3219281,-0.4229353,2.8989928,0.505
"1358","NHLH2","hurdle",0.0882151976669856,-3.321928,-2.570426,0.751502,0.505
"1356","NGB","hurdle",0.0882151976669856,-3.321928,-2.078814,1.243114,0.505
"1340","NDP","hurdle",0.0882151976669847,-3.3219281,0.4079057,3.7298338,0.505
"1289","MT3","hurdle",0.710584797410038,-0.6491899,0.2494384,0.8986283,0.505
"1276","MPO","hurdle",0.0882151976669847,-3.3219281,-0.5860804,2.7358477,0.505
"1267","MMP25","hurdle",0.870823145887017,0.4476555,1.336336,0.8886805,0.505
"1179","MAEL","hurdle",0.0882151976669857,-3.3219281,-0.4940098,2.8279183,0.505
"1086","KIF18A","hurdle",0.424092865260525,-0.7556977,0.8124488,1.5681465,0.505
"1036","KCNA2","hurdle",0.0882151976669855,-3.321928,-2.268647,1.053281,0.505
"1012","IQUB","hurdle",0.324237584854939,0.7846668,2.0428933,1.2582265,0.505
"958","HRASLS2","hurdle",0.0882151976669847,-3.3219281,-0.7217061,2.600222,0.505
"882","GPR62","hurdle",0.0882151976669852,-3.3219281,0.5895085,3.9114366,0.505
"850","GLB1L2","hurdle",0.187114815560931,2.633742,3.546614,0.912872,0.505
"846","GIMAP7","hurdle",0.0882151976669852,-3.3219281,0.6096893,3.9316174,0.505
"817","GABRA3","hurdle",0.0882151976669856,-3.321928,1.717737,5.039665,0.505
"799","FOXP3","hurdle",0.0882151976669855,-3.3219281,-0.6492257,2.6727024,0.505
"794","FOXA1","hurdle",0.596134943178128,-0.3838747,0.7747423,1.158617,0.505
"728","FAM64A","hurdle",0.0882151976669852,-3.3219281,0.4997376,3.8216657,0.505
"718","FAM209A","hurdle",0.0882151976669855,-3.3219281,-0.1956148,3.1263133,0.505
"553","DIO1","hurdle",0.0882151976669856,-3.32192809,-0.06370265,3.25822544,0.505
"517","DCC","hurdle",0.0882151976669847,-3.321928,-2.41559,0.906338,0.505
"507","CYP26A1","hurdle",0.0882151976669852,-3.3219281,0.1660931,3.4880212,0.505
"461","CORIN","hurdle",0.69248768160019,-0.2070613,0.6961592,0.9032205,0.505
"412","CGREF1","hurdle",0.583146846078953,1.000679,1.735186,0.734507,0.505
"400","CEP152","hurdle",0.0885780778509463,1.90065,3.040167,1.139517,0.505
"297","CAMKV","hurdle",0.0882151976669857,-3.321928,1.952454,5.274382,0.505
"279","CACNB1","hurdle",0.698073771589446,1.324396,1.842234,0.517838,0.505
"241","C2CD4D","hurdle",0.608272922702769,0.6772829,1.8980191,1.2207362,0.505
"116","ARHGEF4","hurdle",0.408423801993698,2.799832,3.650342,0.85051,0.505
"39","ADRA1D","hurdle",0.0882151976669847,-3.321928,-1.152924,2.169004,0.505
"27","ACTRT3","hurdle",0.511267122192898,0.7798711,1.7832804,1.0034093,0.505
"2451","ZNF835","hurdle",0.442747424230929,1.11548,1.919606,0.804126,0.504
"2352","ZNF184","hurdle",0.270212144216185,3.086421,3.690326,0.603905,0.504
"2255","VPS37D","hurdle",0.308317193782991,2.102752,2.670455,0.567703,0.504
"2215","UBQLNL","hurdle",0.2494787907865,-2.245829,-0.4229353,1.8228937,0.504
